id,doi,title,source,year
ILL15DO242,10.1039/c4dt03849e,"Synthesis, structures and magnetic properties of the dimorphic Mn2CrSbO6 oxide",Dalton Transactions,2015
ILL15DO1044,,Neutrons for geology,Geoscientist,2015
ILL15DR6024,10.1039/c4cc07828d,Crystallization of hollow mesoporous silica nanoparticles,Chemical Communications,2015
ILL15DI6089,10.1155/2015/379642,Prospects for studies of the free fall and gravitational quantum states of antimatter,Advances in High Energy Physics,2015
ILL17DU2016,,Functional interactions of the C-terminus of the complement regulator Factor H with its ligands,,2015
ILL16DW7006,10.1103/physrevd.92.095015,Constraints on CP-violating gauge-Higgs operators,Physical Review D,2015
ILL15DW7054,10.1016/j.nuclphysbps.2015.06.086,Oscillations at low energies,Nuclear and Particle Physics Proceedings,2015
ILL15ED223,10.1016/j.jmb.2015.03.010,The pentameric nucleoplasmin fold is present in Drosophila FKBP39 and a large number of chromatin-re,Journal of Molecular Biology,2015
ILL15EF406,10.1063/1.4922102,Structural and phase transitions in nanocluster ethanol samples at low temperatures,Low Temperature Physics,2015
ILL16EF291,,SANS and X-ray scattering study of structure and phase transitions in impurity-helium gel samples an,,2015
ILL15EF404,10.1155/2015/808212,Neutron scattering on impurity nanoclusters in gel samples,Advances in High Energy Physics,2015
ILL20EG1072,10.1039/c4cp03345k,Structure of H2Ti3O7and its evolution during sodium insertion as anode for Na ion batteries,Physical Chemistry Chemical Physics,2015
ILL15EH1095,10.1051/epjconf/20158303004,Neutron xyz – Polarization analysis at a time-of-flight instrument,EPJ Web of Conferences,2015
ILL15EL7079,10.1016/bs.mie.2015.05.027,EPR distance measurements in deuterated proteins,Methods in Enzymology,2015
ILL15EL304,10.1103/physrevlett.115.062501,Direct measurement of the mass difference of 163Ho and 163Dy solves the Q-value puzzle for the neutr,Physical Review Letters,2015
ILL22ER1109,,Double and triple entanglement in a single neutron system,,2015
ILL15ER186,10.1021/acs.jpcb.5b01017,Influence of pressure and crowding on the sub-nanosecond dynamics of globular proteins,Journal of Physical Chemistry B,2015
ILL15ES1077,10.1039/c4nr06351a,Origin of the large dispersion of magnetic properties in nanostructured oxides: FexO/Fe3O4 nanoparti,Nanoscale,2015
ILL15FA6012,10.1103/physrevb.91.155109,Exploring approximations to the GW self-energy ionic gradients,Physical Review B,2015
ILL15FA342,10.1080/10448632.2015.1057052,The IN15 upgrade,Neutron News,2015
doc:PUB_ILL:25050,,Light and heavy water dynamic structure factor for neutron transport codes,Nuclear Science and Techniques,2015
ILL15FA363,10.1080/00223131.2014.984002,Light and heavy water dynamic structure factor for neutron transport codes,Journal of Nuclear Science and Technology,2015
ILL17FA170,10.3233/jnr-160024,"Neutron scattering instrumentation at low power reactors for science, engineering and education,",Journal of Neutron Research,2015
ILL15FA1107,10.1016/j.msea.2015.07.012,Effect of the fiber orientation on the deformation mechanisms of magnesium-alloy based composite,Materials Science and Engineering A,2015
ILL15FA6010,10.1016/j.molliq.2015.03.020,"Structural investigation of liquid formic acid by X-ray and neutron scattering, ab initio calculatio",Journal of Molecular Liquids,2015
ILL15FA113,10.1021/jp509631b,Surface adsorption of oppositely charged C14TAB-PAMPS mixtures at the air/water interface and the im,Journal of Physical Chemistry B,2015
ILL15FE334,10.1107/s1600576715011462,Magnetic order and phase transitions in Fe50Pt50-xRhx,Journal of Applied Crystallography,2015
ILL15FE7023,10.1107/s1600576714025977,KWS-1 high-resolution small-angle neutron scattering instrument at JCNS: Current state,Journal of Applied Crystallography,2015
ILL15FE7016,10.1088/0031-8949/90/2/028001,The life and achievements of Erwin-Félix Lewy-Bertaut (1913–2003),Physica Scripta,2015
ILL16FA383,10.1115/omae2015-41328,Measurement of residual stress shakedown in pressure/tensile armour wires of flexible pipes by neutr,ASME Proceedings,2015
ILL15FE6066,10.1039/c5cc03544a,Multielectron oxidation in a ferromagnetically coupled dinickel(ii) triple mesocate,Chemical Communications,2015
ILL15FE382,10.1039/c5ta06575e,Interstitial oxide ion migration in scheelite-type electrolytes: A combined neutron diffraction and,Journal of Materials Chemistry A,2015
doc:PUB_ILL:29065,10.1103/physrevb.92.054416,Exchange bias effect inAu-Fe3O4dumbbell nanoparticles induced by the charge transfer from gold,Physical Review B,2015
ILL15FI350,10.1021/acs.jpcb.5b05849,Molecular dynamics simulations of a powder model of the intrinsically disordered protein tau,Journal of Physical Chemistry B,2015
ILL15FI414,10.1073/pnas.1422824112,Hydration water mobility is enhanced around tau amyloid fibers,Proceedings of the National Academy of Sciences of the USA,2015
ILL16FL1075,,Etude des évolutions microstructurales sous irradiation de l'alliage d'aluminium 6061-T6,,2015
ILL15FL6014,10.1103/physrevc.91.034310,Characterization of the low-lying 0+ and 2+ states in Ni68 via β decay of the low-spin 68Co isomer,Physical Review C,2015
ILL15FL377,10.1103/physrevb.92.134205,Effect of tellurium concentration on the structural and vibrational properties of phase-change Ge-Sb,Physical Review B,2015
ILL15FO1052,10.1016/j.jmatprotec.2015.03.008,Precision tube production: Influencing the eccentricity and residual stresses by tilting and shiftin,Journal of Materials Processing Technology,2015
ILL15FO6083,10.1103/physrevlett.115.149801,Comment on “Boson peak in deeply cooled confined water: A possible way to explore the existence of t,Physical Review Letters,2015
ILL15FO03T,10.1080/10448632.2015.1057058,"Research infrastructure sites: Added value for local, national and international eco-systems?",Neutron News,2015
ILL15FR1079,10.1107/s205327331500306x,Magnetic structure determination from the magnetic pair distribution function (mPDF): Ground state o,Acta Crystallographica A,2015
doc:PUB_ILL:28223,,On the Dispersion Law of Neutrons in Accelerated Matter,JETP Letters,2015
ILL15FR7037,10.1051/epjconf/20158303005,CAMEA ESS – The continuous angle multi-energy analysis indirect geometry spectrometer for the Europe,EPJ Web of Conferences,2015
ILL15FR7049,10.1016/j.phpro.2015.04.027,The fission-fragment spectrometer VERDI,Physics Procedia,2015
ILL22HA1209,10.3139/105.110255,"Schalenhärtung mittels Hochgeschwindigkeits-Abschreckung* Teil 2
Shell Hardening by High Speed Quenc",HTM Journal of Heat Treatment and Materials,2015
ILL16FR134,10.1103/physrevb.92.014410,Magnetic field and doping dependence of low-energy spin fluctuations in the antiferroquadrupolar com,Physical Review B,2015
doc:PUB_ILL:34168,10.1179/1879139514y.0000000163,Interdiffusion of Fe and Mg layers during annealing and deuterium absorption,Canadian Metallurgical Quarterly,2015
ILL15FU226,10.1002/chem.201404693,"Insights into the crystallisation process from anhydrous, hydrated and solvated crystal forms of dia",Chemistry - A European Journal,2015
ILL15FU243,10.1039/c4dt03858d,A new LaCo0.71(1)V0.29(1)O2.97(3) perovskite containing vanadium in octahedral sites: Synthesis and,Dalton Transactions,2015
ILL15FU263,10.1021/acs.jpcb.5b01220,Fast water diffusion and long-term polymer reorganization during nafion membrane hydration evidenced,Journal of Physical Chemistry B,2015
doc:PUB_ILL:25229,10.1021/acs.jpcb.5b01220,Fast Water Diffusion and Long-Term Polymer Reorganization during Nafion Membrane Hydration Evidenced,Journal of Physical Chemistry B,2015
ILL15GA6046,10.1016/bs.mie.2015.02.003,Small-angle neutron scattering for structural biology of protein-RNA complexes,Methods in Enzymology,2015
ILL15GA222,10.1016/j.carbon.2015.03.072,Hydrogen storage mechanism and lithium dynamics in Li12C60 investigated by μSR,Carbon,2015
doc:PUB_ILL:33905,10.1371/journal.pone.0131174,The Stapes of Gomphodont Cynodonts: Insights into the Middle Ear Structure of Non-Mammaliaform Cynod,PloS One,2015
ILL15GA1126,10.1107/s1600576715011322,Accounting for unknown systematic errors in Rietveld refinements: A Bayesian statistics approach,Journal of Applied Crystallography,2015
ILL15GA216,10.1088/1742-6596/592/1/012011,First neutron studies of the magnetism and rattling modes in CePt4Ge12,Journal of Physics : Conference Series,2015
ILL20GA232,10.1088/1742-6596/663/1/012008,Neutron powder diffraction study of the magnetic ionic liquid Emim[FeCL4] and its deuterated phase,Journal of Physics : Conference Series,2015
ILL16GA166,10.1088/1742-6596/663/1/012004,Structure determination of Fe-Al-Ge alloys,Journal of Physics : Conference Series,2015
ILL16GA165,10.1088/1742-6596/663/1/012013,Mobility of dislocations and grain boundaries controlled by the order degree in iron-based alloys,Journal of Physics : Conference Series,2015
ILL15GA183,10.1103/physrevb.91.035103,Magnetic excitation spectrum of LuFe2O4 measured with inelastic neutron scattering,Physical Review B,2015
doc:PUB_ILL:25137,,"Fast Water Diffusion and Long-Term Polymer Reorganization during
Nafion Membrane Hydration Evidenced",Journal of Physical Chemistry B,2015
ILL15GE6006,10.1016/j.actamat.2015.01.005,Probing the structure of a liquid metal during vitrification,Acta Materialia,2015
ILL16GE105,10.1016/j.phpro.2015.12.191,Low-energy magnetic excitations of CeCu2Ge2 investigated by inelastic neutron scattering,Physics Procedia,2015
ILL16GH2002,,Beta-delayed fission in proton-rich nuclei in the lead region,,2015
ILL18GL148,10.1007/s11661-015-3073-3,Intergranular strain evolution in titanium during tensile loading: Neutron diffraction and polycryst,Metallurgical and Materials Transactions A,2015
ILL16GO111,10.1103/physrevlett.115.228302,Short-time glassy dynamics in viscous protein solutions with competing interactions,Physical Review Letters,2015
ILL15GO174,10.1103/physrevb.91.094304,"Inelastic neutron scattering studies of phonon spectra, and simulations of pressure-induced amorphiz",Physical Review B,2015
ILL15GO212,10.1088/0953-8984/27/4/046004,Neutron diffraction study of the (BiFeO3)1-x(PbTiO3)x solid solution: Nanostructured multiferroic sy,Journal of Physics Condensed Matter,2015
ILL15GO6044,10.1080/10448632.2015.995982,MDANSE 2014 - A school on the use of molecular dynamics to analyze neutron scattering experiments,Neutron News,2015
ILL15GO379,10.1103/physrevlett.115.148302,Sensing polymer chain dynamics through ring topology: A neutron spin echo study,Physical Review Letters,2015
ILL15GO7045,10.1016/j.phpro.2015.04.013,A sample of the results of the first SOFIA experiment,Physics Procedia,2015
ILL19GO1052,,Magnetization dynamics in thin films and nanopatterns studied by frequency- and time-resolved AC-pol,,2015
doc:PUB_ILL:25189,,Aggregation Behaviour of Hydrophobically Modified Polyacrylate – Variation of Alkyl Chain Length,Polymer,2015
ILL15GR6032,10.1107/s1600576715004161,"Structural investigation of N,N′-methylenebisacrylamide via X-ray diffraction assisted by crystal st",Journal of Applied Crystallography,2015
ILL15GR6030,10.1002/ange.201501691,Postsynthetic improvement of the physical properties in a metal-organic framework through a single c,Angewandte Chemie,2015
ILL15GR6033,10.1002/anie.201501691,Postsynthetic improvement of the physical properties in a metal-organic framework through a single c,Angewandte Chemie International Edition,2015
ILL15GR158,10.1103/physrevlett.114.017201,Longitudinal and transverse Zeeman ladders in the ising-like chain antiferromagnet BaCo2V2O8,Physical Review Letters,2015
ILL15GR1143,10.1103/physrevb.92.134416,Neutron diffraction investigation of the H-T phase diagram above the longitudinal incommensurate pha,Physical Review B,2015
ILL15GR6011,10.1016/j.physb.2014.11.033,Conductivity anisotropy helps to reveal the microscopic structure of a density wave at imperfect nes,Physica B,2015
ILL15GR6008,10.1039/c4cp04944f,Hierarchical molecular dynamics of bovine serum albumin in concentrated aqueous solution below and a,Physical Chemistry Chemical Physics,2015
ILL15GR6049,10.1021/acs.jpclett.5b01073,Salt-induced universal slowing down of the short-time self-diffusion of a globular protein in aqueou,Journal of Physical Chemistry Letters,2015
ILL15GR159,10.1051/epjconf/20158302005,High-resolution neutron spectroscopy on protein solution samples,EPJ Web of Conferences,2015
doc:PUB_ILL:25391,10.1134/s1027451015030064,Features of the phase formation in Ni-Mn-In Heusler alloy thin films,"Journal of Surface Investigation. X-ray, Synchrotron and Neutron Techniques",2015
ILL15GR7068,10.1088/0029-5515/55/10/104019,Contribution to fusion research from IAEA coordinated research projects and joint experiments,Nuclear Fusion,2015
ILL15GU199,10.1063/1.4906443,Enhanced spin Hall effect by electron correlations in CuBi alloys,Journal of Applied Physics,2015
doc:PUB_ILL:25071,10.1103/physrevb.92.104303,Velocity autocorrelation in liquid parahydrogen by quantum simulations for direct parameter-free com,Physical Review B,2015
ILL15GU6080,10.1103/physrevb.92.104303,Velocity autocorrelation in liquid parahydrogen by quantum simulations for direct parameter-free com,Physical Review B,2015
doc:PUB_ILL:25209,10.1149/06917.0455ecst,Catalyst-Layer Ionomer Imaging of Fuel Cells,ECS Transactions,2015
ILL15GU267,10.1038/ncomms8061,Direct observation of finite size effects in chains of antiferromagnetically coupled spins,Nature Communications,2015
ILL18GU2030,,À la recherche de nouvelles forces avec l’hélium 3 polarisé,,2015
ILL16GU155,10.1103/physrevd.92.114001,Constraining short-range spin-dependent forces with polarized He3,Physical Review D,2015
ILL15GU434,10.1021/acs.chemmater.5b03001,Temperature-dependent dynamics of polyalkylthiophene conjugated polymers: A combined neutron scatter,Chemistry of Materials,2015
ILL15GU1142,10.1103/physrevb.92.144412,Mesoscopic correlations in Tb2Ti2O7 spin liquid,Physical Review B,2015
ILL15GU6069,10.1107/s1600577515016318,Custom AFM for X-ray beamlines: In situ biological investigations under physiological conditions,Journal of Synchrotron Radiation,2015
ILL15GU369,10.1002/pssr.201510290,Charge correlations in cobaltates La2-xSrxCoO4,Physica Status Solidi-Rapid Research Letters,2015
ILL15GU381,10.1039/c5tc02096d,Spin-phonon coupling and high-temperature phase transition in multiferroic material YMnO3,Journal of Materials Chemistry C,2015
ILL15GU270,10.1039/c5nr03702f,Dynamic phase diagram of soft nanocolloids,Nanoscale,2015
doc:PUB_ILL:25192,,Excess wing in glass-forming glycerol and LiCl-glycerol mixtures detected by neutron scattering,European Physical Journal E,2015
ILL16GU1002,10.1017/jfm.2015.128,Microstructure and rheology relationships for shear thickening colloidal dispersions,Journal of Fluid Mechanics,2015
ILL15GU7018,10.1088/0953-8984/27/15/153201,Future directions in high-pressure neutron diffraction,Journal of Physics Condensed Matter,2015
ILL16HA144,10.1103/physrevb.92.014412,Finite-temperature scaling of spin correlations in an experimental realization of the one-dimensiona,Physical Review B,2015
ILL15HA2019,,L'eau confinée dans des matériaux nanostructurés,,2015
ILL15HA219,10.1039/c5sm00179j,Water confined in self-assembled ionic surfactants nano-structures,Soft Matter,2015
ILL15HA6084,10.1051/epjconf/201510401002,Diffraction: Principles and application,EPJ Web of Conferences,2015
ILL14HA456,10.1515/zkri-2014-1780,Approximations to the full description of stacking disorder in ice I for powder diffraction,Zeitschrift für Kristallographie,2015
ILL15HA295,10.1103/physrevb.92.024420,Complex antiferromagnetic structure in the intermediate-valence intermetallic Ce2RuZn4,Physical Review B,2015
ILL15HA7053,10.1016/j.mattod.2015.07.003,XMaS inspiring women into scientific careers,Materials Today,2015
ILL15HA1099,10.1107/s205225251402288x,Cascading time evolution of dissipative structures leading to unique crystalline textures,IUCrJ,2015
ILL15HA1145,,Friction hydro-pillar processing refurbishment of steam turbine blade/disc attachment holes,,2015
doc:PUB_ILL:29020,10.1103/physrevb.91.184416,Temperature and composition phase diagram in the iron-based ladder compoundsBa1−xCsxFe2Se3,Physical Review B,2015
ILL15HE7083,10.1016/j.nima.2014.11.061,Corrections for the geometric distortion of the tube detectors on SANS instruments at ORNL,Nuclear Instruments and Methods in Physics Research A,2015
doc:PUB_ILL:29502,10.1016/j.jnoncrysol.2014.08.056,A review of experiments testing the shoving model,Journal of Non-Crystalline Solids,2015
doc:PUB_ILL:28983,,Pre-Anchoring of Pin1 to Unphosphorylated c-Myc in a Fuzzy Complex Regulates c-Myc Activity,Structure,2015
ILL15HE7019,10.1039/c4fd00166d,X-ray diffraction in temporally and spatially resolved biomolecular science,Faraday Discussions,2015
ILL15HE7039,10.1107/s205225251402795x,Synchrotron radiation macromolecular crystallography: Science and spin-offs,IUCrJ,2015
ILL15HE353,10.1021/acs.biochem.5b00308,Environmental pollutant ozone causes damage to lung surfactant protein B (SP-B),Biochemistry,2015
doc:PUB_ILL:24042,10.1016/j.foodhyd.2014.07.002,A coarse-grained model for flexible (phospho)proteins: Adsorption and bulk properties,Food Hydrocolloids,2015
ILL16HE6001,10.1103/physreve.92.052311,Nonequilibrium structure of colloidal dumbbells under oscillatory shear,Physical Review E,2015
ILL15HE1147,10.1007/s11661-015-3052-8,"Containerless undercooled melts: Ordering, nucleation, and dendrite growth",Metallurgical and Materials Transactions A,2015
ILL15HE410,10.1039/c5ra16956a,Origin of the highly anisotropic thermal expansion of the semiconducting ZnSb and relations with its,RSC Advances,2015
ILL15HI2006,,Conformation des polyélectrolytes dans des films nanométriques assemblés couche-par-couche,,2015
ILL15HI201,10.1063/1.4914119,Paramagnetic to antiferromagnetic transition in epitaxial tetragonal CuMnAs (invited),Journal of Applied Physics,2015
ILL15HI1105,10.1016/j.actamat.2015.04.017,Interplay of strain mechanisms in morphotropic piezoceramics,Acta Materialia,2015
ILL15HL264,10.1021/jp510528u,Hydration of hydroxyl and amino groups examined by molecular dynamics and neutron scattering,Journal of Physical Chemistry B,2015
doc:PUB_ILL:25269,10.1021/jp510528u,Hydration of Hydroxyl and Amino Groups Examined by Molecular Dynamics and Neutron Scattering,Journal of Physical Chemistry B,2015
doc:PUB_ILL:25061,10.1063/1.4928583,On the mesoscopic origins of high viscosities in some polyelectrolyte-surfactant mixtures,Journal of Chemical Physics,2015
ILL15HO317,10.1063/1.4928583,On the mesoscopic origins of high viscosities in some polyelectrolyte-surfactant mixtures,Journal of Chemical Physics,2015
ILL15HO7051,10.1016/j.radphyschem.2015.04.006,Stability of 10B4C thin films under neutron radiation,Radiation Physics and Chemistry,2015
ILL15HO180,10.1103/physrevb.91.014432,Field and temperature dependence of electromagnon scattering in TbMnO3 studied by inelastic neutron,Physical Review B,2015
ILL16HO1007,10.1038/srep12528,Evidence for coexistence of bulk superconductivity and itinerant antiferromagnetism in the heavy fer,Scientific Reports,2015
ILL15HU7029,10.1007/978-3-319-09141-9_3,Permanent movement in the crystal lattice,Undergraduate Lecture Notes in Physics,2015
ILL15HU7030,10.1007/978-3-319-09141-9_1,Spectacular advances,Undergraduate Lecture Notes in Physics,2015
ILL15HU7031,10.1007/978-3-319-09141-9_2,Well ordered lattice structures in crystals,Undergraduate Lecture Notes in Physics,2015
ILL15HU210,10.1088/1742-6596/592/1/012083,Ferromagnetic fluctuations in YbNi4P2 measured by inelastic neutron scattering,Journal of Physics : Conference Series,2015
ILL15IA179,10.1103/physreva.91.020102,Progress towards Bell-type polarization experiment with thermal neutrons,Physical Review A,2015
ILL15IL7066,10.1016/j.phpro.2015.07.044,Laue diffraction using scintillator detectors,Physics Procedia,2015
ILL16IL172,10.7566/jpscp.6.020010,Lifetime measurements in neutron-rich Xe isotopes - Evolution of quadrupole collectivity beyond 132S,JPS Conference Proceedings,2015
doc:PUB_ILL:24240,,High H- conductivity in Barium Hydride,Nature Materials,2015
ILL15JA246,10.1088/0953-8984/27/19/194131,Correlation of structure and mechanical response in solid-like polymers,Journal of Physics Condensed Matter,2015
ILL15JA189,10.1021/mz500754b,Plastic deformation mechanisms of semicrystalline and amorphous polymers,ACS Macro Letters,2015
ILL15JA362,10.1039/c5sm01490e,Grafted biomembranes containing membrane proteins - The case of the leucine transporter,Soft Matter,2015
ILL16JA5004,,Soft spin-amplitude fluctuations in a Mott-insulating ruthenate,,2015
doc:PUB_ILL:30052,10.1103/physreve.91.022716,Influence of ibuprofen on phospholipid membranes,Physical Review E,2015
ILL16JA109,10.1039/c5sm02008e,Measurement of molecular mixing at a conjugated polymer interface by specular and off-specular neutr,Soft Matter,2015
ILL16JA1003,10.1007/s12274-014-0560-6,Structural analysis of a nanoparticle containing a lipid bilayer used for detergent-free extraction,Nano Research,2015
ILL15JE1001,10.1016/j.jallcom.2014.09.228,"The ‘sub’ metallide oxide hydrides Sr21Si2O5H12+x and Ba21M2O5H12+x  M=Zn, Cd, Hg, In, Tl, Si, Ge, S",Journal of Alloys and Compounds,2015
ILL15JO348,10.1021/acs.jpcc.5b04259,Diffusion of CH4 in ZIF-8 studied by quasi-elastic neutron scattering,Journal of Physical Chemistry C,2015
ILL15JO253,10.1051/epjconf/20159301014,"The (n,γ) campaigns at EXILL",EPJ Web of Conferences,2015
ILL15JO107,10.1016/j.nuclphysa.2014.11.008,Test of the SO(6) selection rule in 196Pt using cold-neutron capture,Nuclear Physics A,2015
ILL15JO236,10.1140/epjb/e2015-50713-6,Pressure-induced successive magnetic and structural phase transitions in Fe1.087Te,European Physical Journal B,2015
ILL15JU6020,10.1116/1.4914948,Analysis of biosurfaces by neutron reflectometry: From simple to complex interfaces,Biointerphases,2015
ILL15JU149,10.1051/epjconf/20158302008,Dynamics across the structural transitions at elevated temperatures in Na0.7CoO2,EPJ Web of Conferences,2015
ILL16KA139,10.1142/s2010324715400032,Composite spin and quadrupole wave in the ordered phase of Tb2+xTi2-xO7+y,SPIN,2015
ILL15KA7020,10.1039/c4cp04112g,Proton dynamics in oxides: insight into the mechanics of proton conduction from quasielastic neutron,,2015
ILL15KA368,10.1002/ejic.201500569,"Crystal and magnetic structure of Sr2BIrO6 (B = Sc, Ti, Fe, Co, In) in the framework of multivalent",European Journal of Inorganic Chemistry,2015
ILL15KE283,10.1016/j.matpr.2015.05.089,Volume texture and anisotropic thermoelectric properties in Ca3Co4O9 bulk materials,Materials Today: Proceedings,2015
ILL15KE356,10.1021/acs.langmuir.5b02127,Direct comparison of disaccharide interaction with lipid membranes at reduced hydrations,Langmuir,2015
ILL15KE354,10.1021/acsmacrolett.5b00608,Amphiphilic polymer conetworks based on end-linked “core-first” star block copolymers: Structure for,ACS Macro Letters,2015
ILL15KE372,10.1038/nmat4402,Neel-type skyrmion lattice with confined orientation in the polar magnetic semiconductor GaV4S8,Nature Materials,2015
ILL15KH1132,10.1021/acs.langmuir.5b01339,Design of nanohybrid systems from a partially fluorinated organogelator and syndiotactic polystyrene,Langmuir,2015
ILL15KH1153,10.1007/s00396-015-3765-7,Nanostructures in clear and homogeneous mixtures of rapeseed oil and ethanol in the presence of gree,Colloid and Polymer Science,2015
ILL15KI6045,10.1080/10448632.2015.999490,"JDN22: International school on ""Crystallography and Neutrons"" and 22nd meeting of the French Neutron",Neutron News,2015
ILL15KI1115,10.1007/s11340-015-0025-1,Measurement of highly non-uniform residual stress fields with reduced plastic error,Experimental Mechanics,2015
ILL15KI6029,10.1107/s1399004714013923,Uniqueness of models from small-angle scattering data: The impact of a hydration shell and complemen,Acta Crystallographica D,2015
ILL15KI6039,10.1088/0953-8984/27/22/226003,Spin-driven symmetry breaking in the frustrated fcc pyrite MnS2,Journal of Physics Condensed Matter,2015
ILL15KI347,10.1021/acs.jpcc.5b02672,QENS and NMR study of water dynamics in SBA-15 with a low water content,Journal of Physical Chemistry C,2015
ILL15KL6056,10.1103/physrevb.92.060408,Giant magnetic field dependence of the coupling between spin chains in BaCo2V2O8,Physical Review B,2015
ILL22KL1033,10.14279/depositonce-4502,Surfactant self-assembly in a magnetic room temperature ionic liquid,,2015
ILL18KL1007,10.1007/s00396-015-3783-5,An unconventional aging mechanism of nanoemulsions,Colloid and Polymer Science,2015
ILL15KL2012,,Electron properties of the substituted cerium compounds,,2015
ILL16KL7064,10.1016/j.jallcom.2015.03.095,Magnetic and transport properties of CePd2Al2 single crystal,Journal of Alloys and Compounds,2015
ILL15KL308,10.1103/physrevb.91.224419,Neutron scattering study of magnetic order in single-crystalline CeCuAl3,Physical Review B,2015
ILL15KN7081,10.1016/j.solidstatesciences.2015.03.016,Phase coexistence in NaTaO3 at room temperature; A high resolution neutron powder diffraction study,Solid State Sciences,2015
ILL15KO1100,10.1021/acs.jpclett.5b00060,Exploring ion–ion interactions in aqueous solutions by a combination of molecular dynamics and neutr,Journal of Physical Chemistry Letters,2015
ILL15KO187,10.1021/acs.jpcc.5b01465,Diffusion of benzene in the breathing metal-organic framework MIL-53(Cr): A joint experimental-compu,Journal of Physical Chemistry C,2015
ILL15KO336,10.1002/zaac.201500217,Pb2PdO2(OH)2 and Pb2PdO(OH)4(H2O): Synthesis and crystal growth at ambient conditions,Zeitschrift für Anorganische und Allgemeine Chemie,2015
ILL15KO1098,10.1107/s2052252515005163,A posterioridetermination of the useful data range for small-angle scattering experiments on dilute,IUCrJ,2015
ILL16KO1041,10.1039/c5sm01136a,Dielectric discontinuity in equilibrium block copolymer micelles,Soft Matter,2015
doc:PUB_ILL:23997,10.1021/jp509732q,Determination of Conformational Entropy of Fully and Partially Folded Conformations of Holo- and Apo,Journal of Physical Chemistry B,2015
ILL15KO172,10.1103/physrevb.91.014305,Low-energy phonon dispersion in LaFe4Sb12,Physical Review B,2015
ILL15KO330,10.1039/c5cp04005a,"On the microscopic dynamics of the ‘Einstein solids’ AlV2Al20 and GaV2Al20, and of YV2Al20: A benchm",Physical Chemistry Chemical Physics,2015
ILL15KR427,10.1038/ncomms9961,Magnetic moments induce strong phonon renormalization in FeSi,Nature Communications,2015
ILL15KR235,10.1103/physreve.91.042716,Fractional dynamics in silk: From molecular picosecond subdiffusion to macroscopic long-time relaxat,Physical Review E,2015
ILL15KR260,10.1051/epjconf/20158302017,Quasi- and inelastic neutron scattering to investigate the molecular dynamics of discotic molecules,EPJ Web of Conferences,2015
doc:PUB_ILL:25346,10.1021/acs.macromol.5b02060,"Association Behavior, Diffusion, and Viscosity of End-Functionalized Supramolecular Poly(ethylene gl",Macromolecules - Benoit H./Rempp P. - Pergamon Press - 1982 - 20.9/44,2015
ILL15KR430,10.1021/acs.macromol.5b02060,"Association behavior, diffusion, and viscosity of end-functionalized supramolecular poly(ethylene gl",Macromolecules,2015
ILL15KR325,10.1039/c5sm01071c,Reply to the ‘Comment on “Cholesterol solubility limit in lipid membranes probed by small angle neut,Soft Matter,2015
ILL15KU276,10.1016/j.nima.2015.04.009,Spectrometer for new gravitational experiment with UCN,Nuclear Instruments and Methods in Physics Research A,2015
ILL15KU131,10.1016/j.cplett.2015.01.022,"Studies on interactions among lysozyme proteins in solution: Effects of concentration, pD, temperatu",Chemical Physics Letters,2015
ILL15KU1010,10.1016/j.jssc.2014.10.021,Hydrogenation properties of LixSr1-xAlSi studied by quantum-chemical methods (0≤x≤1) and in-situ neu,Journal of Solid State Chemistry,2015
ILL16KU108,10.1103/physrevlett.115.247201,Highly anisotropic magnon dispersion in Ca2RuO4: Evidence for strong spin orbit coupling,Physical Review Letters,2015
ILL15KW166,10.1016/j.jcis.2015.02.033,Interaction of Moringa oleifera seed protein with a mineral surface and the influence of surfactants,Journal of Colloid and Interface Science,2015
ILL14LA368,10.1016/j.jmmm.2014.02.015,Anomalous magnetic reordering in magnetodielectric terbium iron garnet at low temperatures,Journal of Magnetism and Magnetic Materials,2015
ILL19LA289,10.2320/matertrans.m2014397,Order evolution in iron-based alloys viewed through amplitude dependent damping studies,Materials Transactions,2015
ILL15LA133,10.1016/j.nima.2014.12.114,The use of selected neutron absorption resonance filters to suppress spurious events on hot neutron,Nuclear Instruments and Methods in Physics Research A,2015
doc:PUB_ILL:25279,10.1088/1367-2630/17/4/043020,Pressure induced evolution of superconductivity and magnetic hourglass dispersion in Fe1.02Te0.7Se0.,New Journal of Physics,2015
ILL15LA215,10.1088/1367-2630/17/4/043020,Pressure induced evolution of superconductivity and magnetic hourglass dispersion in Fe1.02Te0.7Se0.,New Journal of Physics,2015
ILL15LA02T,10.1080/10448632.2015.1057044,The lives and times of pioneering women in physics,Neutron News,2015
ILL18LA1077,10.1007/s10948-014-2760-4,Neutron diffraction studies: Structure and physical properties of La2O3-xFxFe2Se2,Journal of Superconductivity and Novel Magnetism,2015
ILL15LA1004,10.1016/j.jallcom.2014.11.113,"Influence of Al on the magnetic properties of TmCo4Al compound, a magnetic and neutron diffraction s",Journal of Alloys and Compounds,2015
ILL15LA7044,10.1016/j.nuclphysbps.2015.06.073,(sub)eV Sterile Neutrinos: Experimental aspects,Nuclear and Particle Physics Proceedings,2015
ILL15LA150,10.1051/epjconf/20158302010,Neutron scattering studies on protein dynamics using the human myelin peripheral membrane protein P2,EPJ Web of Conferences,2015
