id,doi,title,type,source,year
WOS:000397560500075,10.1039/c6sc05122g,Gas confinement in compartmentalized coordination polymers for highly selective sorption,J,2041-6520 | CHEMICAL SCIENCE,2017
WOS:000531780700006,10.1007/s12274-020-2813-x,Highly efficient multi-metal catalysts for carbon dioxide reduction prepared from atomically sequenced metal organic frameworks,J,1998-0124 | NANO RESEARCH,2021
WOS:000416878100020,10.1021/acsnano.7b02500,"Pressure-Responsive, Surfactant-Free CO2-Based Nanostructured Fluids",J,1936-0851 | ACS NANO,2017
WOS:000391701600006,10.1109/tmag.2016.2587158,Disclosure of Double Exchange Bias Effect in Chromium (III) Oxide Nanoparticles,J,0018-9464 | IEEE TRANSACTIONS ON MAGNETICS,2017
WOS:000411918500053,10.1021/acs.langmuir.7b01731,Functional Characterization of Cell-Free Expressed OprF Porin from Pseudomonas aeruginosa Stably Incorporated in Tethered Lipid Bilayers,J,0743-7463 | LANGMUIR,2017
WOS:000359089100011,10.1039/c5dt01532d,"Synthesis, structural, magnetic and phase-transition studies of the ferromagnetic La2CoMnO6 double perovskite by symmetry-adapted modes",J,1477-9226 | DALTON TRANSACTIONS,2015
WOS:000358140600001,10.1140/epja/i2015-15089-8,Preparatory studies for a high-precision Penning-trap measurement of the 163Ho electron capture Q-value,J,1434-6001 | EUROPEAN PHYSICAL JOURNAL A,2015
WOS:000510530500020,10.1021/acs.chemmater.9b04378,Thermal Stability of the Crystal Structure and Electronic Properties of the High Power Factor Thermoelectric Colusite Cu26Cr2Ge6S32,J,0897-4756 | CHEMISTRY OF MATERIALS,2020
WOS:000354559300007,10.1103/physreve.91.052705,Motional displacements in proteins: The origin of wave-vector-dependent values,J,1539-3755 | PHYSICAL REVIEW E,2015
WOS:000359440200004,10.1103/physrevb.92.064510,"Superfluidity, BEC, and dimensions of liquid 4He in nanopores",J,1098-0121 | PHYSICAL REVIEW B,2015
WOS:000352266100014,10.7566/jpsj.84.044709,"Influence of the Fermi Surface Morphology on the Magnetic Field-Driven Vortex Lattice Structure Transitions in YBa2Cu3O7-δ: δ=0, 0.15",J,0031-9015 | JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,2015
WOS:000412275200063,10.1039/c7cp04850e,On the viability of Mg extraction in MgMoN2: a combined experimental and theoretical approach,J,1463-9076 | PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2017
WOS:001347417200001,10.1002/smll.202406885,Exploring the Interaction of Lipid Bilayers with Curcumin-Laponite Nanoparticles: Implications for Drug Delivery and Therapeutic Applications,J,1613-6810 | SMALL,2024
WOS:000358869800001,10.1038/srep12528,Evidence for Coexistence of Bulk Superconductivity and Itinerant Antiferromagnetism in the Heavy Fermion System CeCo(In1-xCdx)5,J,2045-2322 | SCIENTIFIC REPORTS,2015
WOS:000458338300010,10.1002/aenm.201803249,"High Power Factors of Thermoelectric Colusites Cu26T2Ge6S32 (T = Cr, Mo, W): Toward Functionalization of the Conductive Cu-S Network",J,1614-6832 | ADVANCED ENERGY MATERIALS,2019
WOS:000350919000024,10.1021/cm5043149,Unraveling the Structure of Iron(III) Oxalate Tetrahydrate and Its Reversible Li Insertion Capability,J,0897-4756 | CHEMISTRY OF MATERIALS,2015
WOS:001287550300001,10.1021/acs.jpcc.4c03489,Influence of Cationic Ordering on the Lattice Dynamics of Monoclinic Cu5Sn2S7 and Cubic Cu5Sn2S6.65Cl0.35 Sulfides,J,1932-7447 | JOURNAL OF PHYSICAL CHEMISTRY C,2024
WOS:000365308400015,10.1007/s00396-015-3765-7,Nanostructures in clear and homogeneous mixtures of rapeseed oil and ethanol in the presence of green additives,J,0303-402X | COLLOID AND POLYMER SCIENCE,2015
WOS:000502294900001,10.1038/s41535-019-0199-3,Field-induced double spin spiral in a frustrated chiral magnet,J,nan | NPJ QUANTUM MATERIALS,2019
WOS:000365773100009,10.1103/physrevb.92.184431,Separating the ferromagnetic and glassy behavior within the metal-organic magnet Ni(TCNQ)2,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000361551900009,10.1039/c5tc01624j,Synergetic enhancement of organic solar cell thermal stability by wire bar coating and light processing,J,2050-7526 | JOURNAL OF MATERIALS CHEMISTRY C,2015
WOS:000365954700050,10.1039/c5cp06364g,Influence of additives on the structure of surfactant-free microemulsions,J,1463-9076 | PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2015
WOS:000355382300007,10.1021/acs.langmuir.5b00851,"Influence of Charge Density and Ionic Strength on the Aggregation Process of Cellulose Nanocrystals in Aqueous Suspension, as Revealed by Small-Angle Neutron Scattering",J,0743-7463 | LANGMUIR,2015
WOS:000515065600002,10.1103/physrevmaterials.4.025404,Disorder-driven glasslike thermal conductivity in colusite Cu26V2Sn6S32 investigated by Mossbauer spectroscopy and inelastic neutron scattering,J,2475-9953 | PHYSICAL REVIEW MATERIALS,2020
WOS:000349505700008,10.1016/j.matchemphys.2014.12.034,Homo- and heterodinuclear coordination polymers based on a tritopic cyclam bis-terpyridine unit: Structure and rheological properties,J,0254-0584 | MATERIALS CHEMISTRY AND PHYSICS,2015
WOS:000357436800011,10.1021/acsami.5b01835,Effects of Block Length and Membrane Processing Conditions on the Morphology and Properties of Perfluorosulfonated Poly(arylene ether sulfone) Multiblock Copolymer Membranes for PEMFC,J,1944-8244 | ACS APPLIED MATERIALS & INTERFACES,2015
WOS:000351055500013,10.1088/0953-2048/28/4/045007,Oxidation induced superconductivity and Mo/Cu charge equilibrium in Mo0.3Cu0.7Sr2ErCu2Oy,J,0953-2048 | SUPERCONDUCTOR SCIENCE & TECHNOLOGY,2015
WOS:000355701000037,10.1039/c4dt03880k,Synthesis and characterization of the new two-dimensional Heisenberg antiferromagnet double perovskite BaLaCuSbO6,J,1477-9226 | DALTON TRANSACTIONS,2015
WOS:000505545400003,10.1063/1.5115466,Thermal annealing effects in polycrystalline EuTiO3 and Eu2Ti2O7,J,nan | AIP ADVANCES,2019
WOS:000355495600019,10.1021/acs.jpcc.5b02173,"One-Dimensional Oxygen Diffusion Mechanism in Sr2ScGaO5 Electrolyte Explored by Neutron and Synchrotron Diffraction, 17O NMR, and Density Functional Theory Calculations",J,1932-7447 | JOURNAL OF PHYSICAL CHEMISTRY C,2015
WOS:000362824100016,10.1002/ejic.201500662,"Crystal Structure, Magnetic and Electrical Properties of Compounds in the RCrMnO5 Family (R = Sm, Eu, Gd, Tb, Ho and Er) Synthesized Under High Oxygen Pressure",J,1434-1948 | EUROPEAN JOURNAL OF INORGANIC CHEMISTRY,2015
WOS:000358371500004,10.1103/physrevb.92.014420,Superexchange interaction in the A-site ordered perovskite YMn3Al4O12,J,1098-0121 | PHYSICAL REVIEW B,2015
WOS:000349137000023,10.1021/jp511508n,Neutron Scattering Studies of the Hydration Structure of Li+,J,1520-6106 | JOURNAL OF PHYSICAL CHEMISTRY B,2015
WOS:000348085900057,10.1021/la503666x,Solvatochromism and Conformational Changes in Fully Dissolved Poly(3-alkylthiophene)s,J,0743-7463 | LANGMUIR,2015
WOS:000353224600012,10.1007/s11837-015-1363-2,Quench-Induced Stresses in AA2618 Forgings for Impellers: A Multiphysics and Multiscale Problem,J,1047-4838 | JOM,2015
WOS:000353294500012,10.1002/cphc.201402758,Rapid Precipitation: An Alternative to Solvent Casting for Organic Solar Cells,J,1439-4235 | CHEMPHYSCHEM,2015
WOS:000366591100056,10.1126/science.aac8260,Visualization of O-O peroxo-like dimers in high-capacity layered oxides for Li-ion batteries,J,0036-8075 | SCIENCE,2015
WOS:000365279200009,10.1038/nchem.2369,Monitoring one-electron photo-oxidation of guanine in DNA crystals using ultrafast infrared spectroscopy,J,1755-4330 | NATURE CHEMISTRY,2015
WOS:000365774800049,10.1107/s1600576715019500,An improved algorithm for reducing reflectometry data involving divergent beams or non-flat samples,J,1600-5767 | JOURNAL OF APPLIED CRYSTALLOGRAPHY,2015
WOS:000351844900017,10.1051/epjconf/20158302015,A generalized mean-squared displacement from inelastic fixed window scans of incoherent neutron scattering as a model-free indicator of anomalous diffusion confinement,C,2100-014X | QENS/WINS 2014 - 11TH INTERNATIONAL CONFERENCE ON QUASIELASTIC NEUTRON SCATTERING AND 6TH INTERNATIONAL WORKSHOP ON INELASTIC NEUTRON SPECTROMETERS,2015
WOS:000385306700001,10.1140/epjp/i2015-15220-4,"FIGARO: The new horizontal neutron reflectometer at the ILL (vol 126, 107, 2011)",J,2190-5444 | EUROPEAN PHYSICAL JOURNAL PLUS,2015
WOS:000372584200006,10.1051/epjconf/201510401006,Inelastic neutron scattering applied to materials for energy,C,2100-014X | JDN 21 - NEUTRONS AND MATERIALS FOR ENERGY,2015
WOS:000411186500732,,Inelastic neutron scattering techniques for the study of water confined in swelling clay minerals,J,0065-7727 | ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,2015
WOS:000480363600105,10.1107/s2053273315098952,Structure dynamics relation of thermoelectric materials studied by neutron spectroscopy and ab initio calculations,J,2053-2733 | ACTA CRYSTALLOGRAPHICA A-FOUNDATION AND ADVANCES,2015
WOS:000372584200002,10.1051/epjconf/201510401002,Diffraction: Principles and application,C,2100-014X | JDN 21 - NEUTRONS AND MATERIALS FOR ENERGY,2015
WOS:000351295600003,10.1088/0953-8984/27/13/133201,Networks under pressure: the development of in situ high-pressure neutron diffraction for glassy and liquid materials,J,0953-8984 | JOURNAL OF PHYSICS-CONDENSED MATTER,2015
WOS:000365463000033,10.1021/acs.jpcc.5b08284,Graphene on Ni(111): Electronic Corrugation and Dynamics from Helium Atom Scattering,J,1932-7447 | JOURNAL OF PHYSICAL CHEMISTRY C,2015
WOS:000355253600018,10.1088/0953-8984/27/22/226003,Spin-driven symmetry breaking in the frustrated fcc pyrite MnS2,J,0953-8984 | JOURNAL OF PHYSICS-CONDENSED MATTER,2015
WOS:000349468900005,10.1016/j.nima.2015.01.015,Improved instrument for the determination of the neutron electric charge,J,0168-9002 | NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,2015
WOS:000366080700005,10.1016/j.cocis.2015.06.001,Structural characterization of soft interfaces by standing-wave fluorescence with X-rays and neutrons,J,1359-0294 | CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,2015
WOS:000352260300019,10.1103/physrevlett.114.149701,Comment on Origin of Surface Canting within Fe3O4 Nanoparticles,J,0031-9007 | PHYSICAL REVIEW LETTERS,2015
WOS:000347757600008,10.1016/j.engfailanal.2014.01.010,Experimental and numerical assessment of thermal fatigue in 316 austenitic steel pipes,J,1350-6307 | ENGINEERING FAILURE ANALYSIS,2015
WOS:000352229100025,10.1107/s1600576715004161,"Structural investigation of N,N′-methylenebisacrylamide via X-ray diffraction assisted by crystal structure prediction",J,1600-5767 | JOURNAL OF APPLIED CRYSTALLOGRAPHY,2015
WOS:000361843900063,10.1063/1.4928963,Branched conformational properties of macromolecules in close relation to chemical synthesis. II. Influence of excluded volume interactions,J,0021-9606 | JOURNAL OF CHEMICAL PHYSICS,2015
WOS:000348472600003,10.1103/physrevb.91.014305,Low-energy phonon dispersion in LaFe4Sb12,J,1098-0121 | PHYSICAL REVIEW B,2015
WOS:000357517400016,10.1039/c5ce00326a,"Synthesis and structural characterization of six Cu(II)-based coordination polymers using the thermally tunable 1,2,3,4-cyclobutanetetracarboxylic acid",J,1466-8033 | CRYSTENGCOMM,2015
WOS:000367274300090,10.1039/c5ra22725a,Complementarity of neutron reflectometry and ellipsometry for the study of atmospheric reactions at the air-water interface,J,nan | RSC ADVANCES,2015
WOS:000356129200015,10.1016/j.carbon.2015.03.072,Hydrogen storage mechanism and lithium dynamics in Li12C60 investigated by μSR,J,0008-6223 | CARBON,2015
WOS:000364080400037,10.1039/c5ta06575e,Interstitial oxide ion migration in scheelite-type electrolytes: a combined neutron diffraction and computational study,J,2050-7488 | JOURNAL OF MATERIALS CHEMISTRY A,2015
WOS:000361843900062,10.1063/1.4928962,Branched conformational properties of macromolecules in close relation to chemical synthesis. I. Unperturbed structures,J,0021-9606 | JOURNAL OF CHEMICAL PHYSICS,2015
WOS:000343799300024,10.1016/j.jmmm.2014.02.015,Anomalous magnetic reordering in magnetodielectric terbium iron garnet at low temperatures,J,0304-8853 | JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,2015
WOS:000362890900002,10.1103/physrevb.92.134206,Origin of the first sharp diffraction peak in glasses,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000347813700008,10.1038/srep07727,Microfluidic-SANS: flow processing of complex fluids,J,2045-2322 | SCIENTIFIC REPORTS,2015
WOS:000354198500012,10.1140/epjb/e2015-50713-6,Pressure-induced successive magnetic and structural phase transitions in Fe1.087Te,J,1434-6028 | EUROPEAN PHYSICAL JOURNAL B,2015
WOS:000363233500033,10.1039/c5ra16956a,Origin of the highly anisotropic thermal expansion of the semiconducting ZnSb and relations with its thermoelectric applications,J,2046-2069 | RSC ADVANCES,2015
WOS:000362095600005,10.1103/physrevlett.115.149801,Comment on Boson Peak in Deeply Cooled Confined Water: A Possible Way to Explore the Existence of the Liquid-to-Liquid Transition in Water,J,0031-9007 | PHYSICAL REVIEW LETTERS,2015
WOS:000364826000019,10.1039/c5tc02096d,Spin-phonon coupling and high-temperature phase transition in multiferroic material YMnO3,J,2050-7526 | JOURNAL OF MATERIALS CHEMISTRY C,2015
WOS:000363266800005,10.1002/pssr.201510290,Charge correlations in cobaltates La2-xSrxCoO4,J,1862-6254 | PHYSICA STATUS SOLIDI-RAPID RESEARCH LETTERS,2015
WOS:000351509200002,10.1103/physrevb.91.094304,"Inelastic neutron scattering studies of phonon spectra, and simulations of pressure-induced amorphization in tungstates AWO4 (A = Ba, Sr, Ca, and Pb)",J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000352266100006,10.7566/jpsj.84.043707,Magnetic Phase Diagram of the Breathing Pyrochlore Antiferromagnet LiGa1-xInxCr4O8,J,0031-9015 | JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,2015
WOS:000381057500004,10.1142/s2010324715400032,Composite Spin and Quadrupole Wave in the Ordered Phase of Tb2+xTi2-xO7+y,J,2010-3247 | SPIN,2015
WOS:000364357700005,,Refinement of magnetic domains in FeTbGe2O7,J,0035-001X | REVISTA MEXICANA DE FISICA,2015
WOS:000351844900003,10.1051/epjconf/20158302001,Direct observation of electronic and nuclear ground state splitting in external magnetic field by inelastic neutron scattering on oxidized ferrocene and ferrocene containing polymers,C,2100-014X | QENS/WINS 2014 - 11TH INTERNATIONAL CONFERENCE ON QUASIELASTIC NEUTRON SCATTERING AND 6TH INTERNATIONAL WORKSHOP ON INELASTIC NEUTRON SPECTROMETERS,2015
WOS:000380001400209,,Microstructure and dynamics of passive particles suspended in active Escherichia coli medium,J,0175-7571 | EUROPEAN BIOPHYSICS JOURNAL WITH BIOPHYSICS LETTERS,2015
WOS:000352796100037,10.1002/chem.201405962,"Homo- and Heteronuclear Compounds with a Symmetrical Bis-hydrazone Ligand: Synthesis, Structural Studies, and Luminescent Properties",J,0947-6539 | CHEMISTRY-A EUROPEAN JOURNAL,2015
WOS:000350187500011,10.1016/j.ijhydene.2014.12.059,Investigation of the dehydrogenation behavior of the 2LiBH4:CaNi5 multicomponent hydride system,J,0360-3199 | INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,2015
WOS:000360065500010,10.1107/s2052252515011239,"Sub-atomic resolution X-ray crystallography and neutron crystallography: promise, challenges and potential",J,2052-2525 | IUCRJ,2015
WOS:000351844900019,10.1051/epjconf/20158302017,Quasi- and inelastic neutron scattering to investigate the molecular dynamics of discotic molecules in the bulk,C,2100-014X | QENS/WINS 2014 - 11TH INTERNATIONAL CONFERENCE ON QUASIELASTIC NEUTRON SCATTERING AND 6TH INTERNATIONAL WORKSHOP ON INELASTIC NEUTRON SPECTROMETERS,2015
WOS:000351610600001,10.1155/2015/547620,UCN Source at an External Beam of Thermal Neutrons,J,1687-7357 | ADVANCES IN HIGH ENERGY PHYSICS,2015
WOS:000380001400751,,Amyloid β peptides in interaction with raft-mime model membranes: a neutron reflectometry study,J,0175-7571 | EUROPEAN BIOPHYSICS JOURNAL WITH BIOPHYSICS LETTERS,2015
WOS:000355088800003,10.1103/physrevb.91.174435,Complex magnetostructural order in the frustrated spinel LiInCr4O8,J,2469-9950 | PHYSICAL REVIEW B,2015
WOS:000355925600062,10.1063/1.4921865,Hydrogen accumulation as the origin of delamination at the a-carbon/SiO2 interface,J,0021-8979 | JOURNAL OF APPLIED PHYSICS,2015
WOS:000353249400020,10.1021/acs.jpcb.5b00020,Structure and Dynamics of Ionic Micelles: MD Simulation and Neutron Scattering Study,J,1520-6106 | JOURNAL OF PHYSICAL CHEMISTRY B,2015
WOS:000347753900036,10.1021/jp509631b,Surface Adsorption of Oppositely Charged C14TAB-PAMPS Mixtures at the Air/Water Interface and the Impact on Foam Film Stability,J,1520-6106 | JOURNAL OF PHYSICAL CHEMISTRY B,2015
WOS:000363052900001,10.1134/s1063778815070121,Left-Right Asymmetry in Integral Spectra of γ-Quanta in the Interaction of Nuclei with Polarized Thermal Neutrons,J,1063-7788 | PHYSICS OF ATOMIC NUCLEI,2015
WOS:000359170800029,10.1016/j.nimb.2015.06.017,Why neutron guides may end up breaking down? Some results on the macroscopic behaviour of alkali-borosilicate glass support plates under neutron irradiation,J,0168-583X | NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS,2015
WOS:000357060600017,10.1209/0295-5075/110/46001,Atomic caging in multicomponent glass-forming metallic liquids,J,0295-5075 | EPL,2015
WOS:000355752500019,,Fundamentals on Phase Equilibrium,B,"nan | PHASE BEHAVIOR OF PETROLEUM RESERVOIR FLUIDS, 2ND EDITION",2015
WOS:000362500100008,10.1107/s1600576715014053,The atomic scale structure of graphene powder studied by neutron and X-ray diffraction,J,0021-8898 | JOURNAL OF APPLIED CRYSTALLOGRAPHY,2015
WOS:000368084300008,10.1088/1742-6596/663/1/012008,Neutron Powder Diffraction study of the Magnetic Ionic Liquid Emim[FeCl4] and its deuterated phase,C,1742-6588 | 7TH MEETING OF THE SPANISH NEUTRON SCATTERING ASSOCIATION (SETN),2015
WOS:000355752500013,,Asphaltenes,B,"nan | PHASE BEHAVIOR OF PETROLEUM RESERVOIR FLUIDS, 2ND EDITION",2015
WOS:000366106700011,10.1103/physrevlett.115.247201,Highly Anisotropic Magnon Dispersion in Ca2RuO4: Evidence for Strong Spin Orbit Coupling,J,0031-9007 | PHYSICAL REVIEW LETTERS,2015
WOS:000355752500001,,Phase Behavior of Petroleum Reservoir Fluids Preface,B,"nan | PHASE BEHAVIOR OF PETROLEUM RESERVOIR FLUIDS, 2ND EDITION",2015
WOS:000353546300007,10.1103/physreve.91.042716,Fractional dynamics in silk: From molecular picosecond subdiffusion to macroscopic long-time relaxation,J,1539-3755 | PHYSICAL REVIEW E,2015
WOS:000367279500028,10.1021/acs.macromol.5b02060,"Association Behavior, Diffusion, and Viscosity of End-Functionalized Supramolecular Poly(ethylene glycol) in the Melt State",J,0024-9297 | MACROMOLECULES,2015
WOS:000380585500066,10.1016/j.phpro.2015.05.068,Study of Neutron Induced Reactions on 7Be using Large Angle Coincidence Spectroscopy,C,1875-3892 | 23RD INTERNATIONAL CONFERENCE ON THE APPLICATION OF ACCELERATORS IN RESEARCH AND INDUSTRY - CAARI 2014,2015
WOS:000355752500003,,"Sampling, Quality Control, and Compositional Analyses",B,"nan | PHASE BEHAVIOR OF PETROLEUM RESERVOIR FLUIDS, 2ND EDITION",2015
WOS:000350445100008,10.1039/c4cc09944c,Complete structure and cation orientation in the perovskite photovoltaic methylammonium lead iodide between 100 and 352 K,J,1359-7345 | CHEMICAL COMMUNICATIONS,2015
WOS:000355752500006,,C7+ Characterization,B,"nan | PHASE BEHAVIOR OF PETROLEUM RESERVOIR FLUIDS, 2ND EDITION",2015
WOS:000355752500007,,Flash and Phase Envelope Calculations,B,"nan | PHASE BEHAVIOR OF PETROLEUM RESERVOIR FLUIDS, 2ND EDITION",2015
WOS:000375807600035,,MEASUREMENT OF RESIDUAL STRESS SHAKEDOWN IN PRESSURE/TENSILE ARMOUR WIRES OF FLEXIBLE PIPES BY NEUTRON DIFFRACTION,C,"nan | PROCEEDINGS OF THE ASME 34TH INTERNATIONAL CONFERENCE ON OCEAN, OFFSHORE AND ARCTIC ENGINEERING, 2015, VOL 5A",2015
WOS:000378101000012,10.1016/j.ssi.2015.07.019,Study of solvent relaxation of pristine succinonitrile and succinonitrile-salt mixtures using quasielastic neutron scattering,J,0167-2738 | SOLID STATE IONICS,2015
WOS:000355752500012,,Wax Formation,B,"nan | PHASE BEHAVIOR OF PETROLEUM RESERVOIR FLUIDS, 2ND EDITION",2015
WOS:000355752500005,,Equations of State,B,"nan | PHASE BEHAVIOR OF PETROLEUM RESERVOIR FLUIDS, 2ND EDITION",2015
WOS:000350817000003,10.1080/00150193.2015.995580,Modified Hydroxyapatite Structure and Properties: Modeling and Synchrotron Data Analysis of Modified Hydroxyapatite Structure,J,0015-0193 | FERROELECTRICS,2015
WOS:000355752500008,,PVT Simulation,B,"nan | PHASE BEHAVIOR OF PETROLEUM RESERVOIR FLUIDS, 2ND EDITION",2015
WOS:000355752500015,,Compositional Variations with Depth,B,"nan | PHASE BEHAVIOR OF PETROLEUM RESERVOIR FLUIDS, 2ND EDITION",2015
WOS:000357684300008,10.1007/978-3-319-06656-1_6,Organic Solar Cells,B,nan | NEUTRON APPLICATIONS IN MATERIALS FOR ENERGY,2015
WOS:000355405600009,10.1103/physrevlett.114.227203,Dispersionless Spin Waves and Underlying Field-Induced Magnetic Order in Gadolinium Gallium Garnet,J,0031-9007 | PHYSICAL REVIEW LETTERS,2015
WOS:000359278000023,10.1021/acs.langmuir.5b00936,Nanodisc Films for Membrane Protein Studies by Neutron Reflection: Effect of the Protein Scaffold Choice,J,0743-7463 | LANGMUIR,2015
WOS:000359564400011,10.1039/c5cc03544a,Multielectron oxidation in a ferromagnetically coupled dinickel(II) triple mesocate,J,1359-7345 | CHEMICAL COMMUNICATIONS,2015
WOS:000355752500011,,Transport Properties,B,"nan | PHASE BEHAVIOR OF PETROLEUM RESERVOIR FLUIDS, 2ND EDITION",2015
WOS:000361832600014,10.1063/1.4931388,Deuterated polyethylene coatings for ultra-cold neutron applications,J,0003-6951 | APPLIED PHYSICS LETTERS,2015
WOS:000360592100042,10.1016/j.jcis.2015.02.033,Interaction of Moringa oleifera seed protein with a mineral surface and the influence of surfactants,J,0021-9797 | JOURNAL OF COLLOID AND INTERFACE SCIENCE,2015
WOS:000355023900006,10.1016/j.jnucmat.2015.02.036,SANS examination of irradiated RPV steel welds during in-situ annealing,J,0022-3115 | JOURNAL OF NUCLEAR MATERIALS,2015
WOS:000358307500073,10.1051/epjconf/20159302018,Measurements of γ-ray Energy and Multiplicity from 235U(nthermal) using STEFF,C,2100-014X | CGS15 - CAPTURE GAMMA-RAY SPECTROSCOPY AND RELATED TOPICS,2015
WOS:000362142000009,10.1016/j.colsurfb.2015.06.028,Probing the position of resveratrol in lipid bilayers: A neutron reflectivity study,J,0927-7765 | COLLOIDS AND SURFACES B-BIOINTERFACES,2015
WOS:000358624000020,10.1021/acs.jpcc.5b02672,QENS and NMR Study of Water Dynamics in SBA-15 with a Low Water Content,J,1932-7447 | JOURNAL OF PHYSICAL CHEMISTRY C,2015
WOS:000355752500010,,Regression to Experimental PVT Data,B,"nan | PHASE BEHAVIOR OF PETROLEUM RESERVOIR FLUIDS, 2ND EDITION",2015
WOS:000362510800006,10.1107/s205327331501205x,Neutron interferometric measurement and calculations of a phase shift induced by Laue transmission,J,2053-2733 | ACTA CRYSTALLOGRAPHICA A-FOUNDATION AND ADVANCES,2015
WOS:000360440400051,10.1063/1.4928512,Fast internal dynamics in alcohol dehydrogenase,J,0021-9606 | JOURNAL OF CHEMICAL PHYSICS,2015
WOS:000358307500045,10.1051/epjconf/20159301045,Levels of 186Re populated in thermal neutron capture reaction,C,2100-014X | CGS15 - CAPTURE GAMMA-RAY SPECTROSCOPY AND RELATED TOPICS,2015
WOS:000355752500014,,Gas Hydrates,B,"nan | PHASE BEHAVIOR OF PETROLEUM RESERVOIR FLUIDS, 2ND EDITION",2015
WOS:000357705800057,10.1021/acs.inorgchem.5b00879,Magnetodielectric Effect in Crystals of the Noncentrosymmetric CaOFeS at Low Temperature,J,0020-1669 | INORGANIC CHEMISTRY,2015
WOS:000351530100033,10.1063/1.4915067,Molecular ring rotation in solid ferrocene revisited,J,0021-9606 | JOURNAL OF CHEMICAL PHYSICS,2015
WOS:000349697200067,10.1039/c4cp05435k,Unexpected efficiency boosting in CO2-microemulsions: a cyclohexane depletion zone near the fluorinated surfactants evidenced by a systematic SANS contrast variation study,J,1463-9076 | PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2015
WOS:000347741400005,10.1016/j.scico.2014.08.003,EVL: A framework for multi-methods in C plus,J,0167-6423 | SCIENCE OF COMPUTER PROGRAMMING,2015
WOS:000355752500016,,Minimum Miscibility Pressure,B,"nan | PHASE BEHAVIOR OF PETROLEUM RESERVOIR FLUIDS, 2ND EDITION",2015
WOS:000358134700012,10.1002/zaac.201500217,Pb2PdO2(OH)2 and Pb2PdO(OH)4(H2O): Synthesis and Crystal Growth at Ambient Conditions,J,0044-2313 | ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE,2015
WOS:000355834800016,10.1088/0953-8984/27/24/245701,Distinct vortex-glass phases in Yb3Rh4Sn13 at high and low magnetic fields,J,0953-8984 | JOURNAL OF PHYSICS-CONDENSED MATTER,2015
WOS:000353892300013,10.1016/j.physletb.2015.04.021,A measurement of the neutron lifetime using the method of storage of ultracold neutrons and detection of inelastically up-scattered neutrons,J,0370-2693 | PHYSICS LETTERS B,2015
WOS:000355752500009,,Physical Properties,B,"nan | PHASE BEHAVIOR OF PETROLEUM RESERVOIR FLUIDS, 2ND EDITION",2015
WOS:000355752500004,,PVT Experiments,B,"nan | PHASE BEHAVIOR OF PETROLEUM RESERVOIR FLUIDS, 2ND EDITION",2015
WOS:000354583700015,10.1016/j.jmapro.2015.03.003,Application of local mechanical tensioning and laser processing to refine microstructure and modify residual stress state of a multi-pass 304L austenitic steels welds,J,1526-6125 | JOURNAL OF MANUFACTURING PROCESSES,2015
WOS:000355752500002,,Petroleum Reservoir Fluids,B,"nan | PHASE BEHAVIOR OF PETROLEUM RESERVOIR FLUIDS, 2ND EDITION",2015
WOS:000355752500017,,Formation Water and Hydrate Inhibitors,B,"nan | PHASE BEHAVIOR OF PETROLEUM RESERVOIR FLUIDS, 2ND EDITION",2015
WOS:000355752500018,,Scale Precipitation,B,"nan | PHASE BEHAVIOR OF PETROLEUM RESERVOIR FLUIDS, 2ND EDITION",2015
WOS:000355494500002,10.1021/jp510528u,Hydration of Hydroxyl and Amino Groups Examined by Molecular Dynamics and Neutron Scattering,J,1520-6106 | JOURNAL OF PHYSICAL CHEMISTRY B,2015
WOS:000347753900009,10.1021/jp509732q,Determination of Conformational Entropy of Fully and Partially Folded Conformations of Holo- and Apomyoglobin,J,1520-6106 | JOURNAL OF PHYSICAL CHEMISTRY B,2015
WOS:000358721200012,10.1039/c5sm00274e,The component group structure of DPPC bilayers obtained by specular neutron reflectometry,J,1744-683X | SOFT MATTER,2015
WOS:000365060900013,10.1016/j.ssi.2015.09.014,"Introduction of interstitial oxygen atoms in the layered perovskite LaSrIn1 - xBxO4+δ system (B=Zr, Ti)",J,0167-2738 | SOLID STATE IONICS,2015
WOS:000356202300003,10.1021/la504932p,Colloidal Plastic Crystals in a Shear Field,J,0743-7463 | LANGMUIR,2015
