id,doi,title,type,source,year
openalex.org/W2314025514,10.1021/mz500754b,Plastic Deformation Mechanisms of Semicrystalline and Amorphous Polymers,article,2161-1653 | ACS Macro Letters,2015
openalex.org/W2169368306,10.1016/j.physletb.2015.04.021,A measurement of the neutron lifetime using the method of storage of ultracold neutrons and detection of inelastically up-scattered neutrons,article,0370-2693 | Physics Letters B,2015
openalex.org/W1917322496,10.1039/c5cp02900g,From crystal to glass-like thermal conductivity in crystalline minerals,article,1463-9076 | Physical Chemistry Chemical Physics,2015
openalex.org/W2153808550,10.1002/anie.201501691,Postsynthetic Improvement of the Physical Properties in a Metal–Organic Framework through a Single Crystal to Single Crystal Transmetallation,article,1433-7851 | Angewandte Chemie International Edition,2015
openalex.org/W2403780891,10.1021/acs.inorgchem.5b01895,"Synthesis, Crystal Chemistry, and Electrochemical Properties of Li<sub>7–2<i>x</i></sub>La<sub>3</sub>Zr<sub>2–<i>x</i></sub>Mo<sub><i>x</i></sub>O<sub>12</sub> (<i>x</i> = 0.1–0.4): Stabilization of the Cubic Garnet Polymorph via Substitution of Zr<sup>4+</sup> by Mo<sup>6+</sup>",article,0020-1669 | Inorganic Chemistry,2015
openalex.org/W2411517854,10.1021/acs.jpcb.5b07260,Effect of Hierarchical Cluster Formation on the Viscosity of Concentrated Monoclonal Antibody Formulations Studied by Neutron Scattering,article,1520-5207 | The Journal of Physical Chemistry B,2015
openalex.org/W2236240405,10.1126/science.aaa5326,Hidden order in spin-liquid Gd <sub>3</sub> Ga <sub>5</sub> O <sub>12</sub>,article,0036-8075 | Science,2015
openalex.org/W2201824626,10.1016/bs.mie.2015.11.001,Biomolecular Deuteration for Neutron Structural Biology and Dynamics,article,0076-6879 | Methods in enzymology on CD-ROM/Methods in enzymology,2015
openalex.org/W2180207004,10.1016/j.matdes.2015.09.152,Determination of the high temperature elastic properties and diffraction elastic constants of Ni-base superalloys,article,0264-1275 | Materials & Design,2015
openalex.org/W2085715764,10.1073/pnas.1422824112,Hydration water mobility is enhanced around tau amyloid fibers,article,0027-8424 | Proceedings of the National Academy of Sciences,2015
openalex.org/W2128194798,10.1016/j.physletb.2015.02.063,Neutron interferometry constrains dark energy chameleon fields,article,0370-2693 | Physics Letters B,2015
openalex.org/W2181131123,10.1038/srep17079,Antiferromagnetic structure in tetragonal CuMnAs thin films,article,2045-2322 | Scientific Reports,2015
openalex.org/W2078705804,10.1103/physrevlett.114.017201,"Longitudinal and Transverse Zeeman Ladders in the Ising-Like Chain Antiferromagnet<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msub><mml:mrow><mml:mi>BaCo</mml:mi></mml:mrow><mml:mrow><mml:mn>2</mml:mn></mml:mrow></mml:msub><mml:msub><mml:mrow><mml:mi mathvariant=""normal"">V</mml:mi></mml:mrow><mml:mrow><mml:mn>2</mml:mn></mml:mrow></mml:msub><mml:msub><mml:mrow><mml:mi mathvariant=""normal"">O</mml:mi></mml:mrow><mml:mrow><mml:mn>8</mml:mn></mml:mrow></…",article,0031-9007 | Physical Review Letters,2015
openalex.org/W2019928011,10.1103/physrevlett.114.117601,"Evidence for Room Temperature Electric Polarization in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msub><mml:mrow><mml:mi>R</mml:mi><mml:mi mathvariant=""normal"">M</mml:mi><mml:mi mathvariant=""normal"">n</mml:mi></mml:mrow><mml:mrow><mml:mn>2</mml:mn></mml:mrow></mml:msub><mml:msub><mml:mrow><mml:mi mathvariant=""normal"">O</mml:mi></mml:mrow><mml:mrow><mml:mn>5</mml:mn></mml:mrow></mml:msub></mml:mrow></mml:math>Multiferroics",article,0031-9007 | Physical Review Letters,2015
openalex.org/W2270311553,10.1021/jacs.5b10255,Hydride in BaTiO<sub>2.5</sub>H<sub>0.5</sub>: A Labile Ligand in Solid State Chemistry,article,0002-7863 | Journal of the American Chemical Society,2015
openalex.org/W2108188390,10.1038/ncomms8705,Intra-unit-cell magnetic correlations near optimal doping in YBa2Cu3O6.85,article,2041-1723 | Nature Communications,2015
openalex.org/W1923799223,10.1103/physrevb.92.184418,"Observation of long-range magnetic ordering in pyrohafnate<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:msub><mml:mi>Nd</mml:mi><mml:mn>2</mml:mn></mml:msub><mml:msub><mml:mi>Hf</mml:mi><mml:mn>2</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>7</mml:mn></mml:msub></mml:mrow></mml:math>: A neutron diffraction study",article,1098-0121 | Physical Review B,2015
openalex.org/W2342840622,10.1103/physrevlett.115.228302,Short-Time Glassy Dynamics in Viscous Protein Solutions with Competing Interactions,article,0031-9007 | Physical Review Letters,2015
openalex.org/W2511456461,10.1021/acs.macromol.5b00770,Nanostructure and Transport Properties of Proton Conducting Self-Assembled Perfluorinated Surfactants: A Bottom-Up Approach toward PFSA Fuel Cell Membranes,article,0024-9297 | Macromolecules,2015
openalex.org/W2094266096,10.1103/physrevb.91.054110,Anomalous temperature-induced volume contraction in GeTe,article,1098-0121 | Physical Review B,2015
openalex.org/W2209388814,10.1016/j.jallcom.2015.12.111,Magnetic structure of the magnetocaloric compound AlFe2B2,article,0925-8388 | Journal of Alloys and Compounds,2015
openalex.org/W2334827299,10.1107/s1600576715019500,An improved algorithm for reducing reflectometry data involving divergent beams or non-flat samples,article,0021-8898 | Journal of Applied Crystallography,2015
openalex.org/W2000010596,10.1039/c4fd00225c,On the question of two-step nucleation in protein crystallization,article,1359-6640 | Faraday Discussions,2015
openalex.org/W2004799908,10.1039/c5cp00601e,"Strong second harmonic generation in SiC, ZnO, GaN two-dimensional hexagonal crystals from first-principles many-body calculations",article,1463-9076 | Physical Chemistry Chemical Physics,2015
openalex.org/W2050356406,10.1021/acs.biomac.5b00205,Exploring the Kinetics of Gelation and Final Architecture of Enzymatically Cross-Linked Chitosan/Gelatin Gels,article,1525-7797 | Biomacromolecules,2015
openalex.org/W2256404844,10.1080/14680629.2015.1077000,"Quantification of biasing effects during fatigue tests on asphalt mixes: non-linearity, self-heating and thixotropy",article,1468-0629 | Road Materials and Pavement Design,2015
openalex.org/W2340931316,10.1021/acs.est.5b03306,"Silver Accumulation in the Green Microalga <i>Coccomyxa actinabiotis</i>: Toxicity, in Situ Speciation, and Localization Investigated Using Synchrotron XAS, XRD, and TEM",article,0013-936X | Environmental Science & Technology,2015
openalex.org/W1785236009,10.1039/c5cp01809a,Structure of a liquid/liquid interface during solvent extraction combining X-ray and neutron reflectivity measurements,article,1463-9076 | Physical Chemistry Chemical Physics,2015
openalex.org/W2071919192,10.1107/s1600576715000941,Mode-crystallography analysis of the crystal structures and the low- and high-temperature phase transitions in Na<sub>0.5</sub>K<sub>0.5</sub>NbO<sub>3</sub>,article,0021-8898 | Journal of Applied Crystallography,2015
openalex.org/W2195888221,10.1371/journal.pone.0144671,Formation and Characterization of Supported Lipid Bilayers Composed of Hydrogenated and Deuterated Escherichia coli Lipids,article,1932-6203 | PLoS ONE,2015
openalex.org/W2205588698,10.1039/c5nr07538f,Smart nanogels at the air/water interface: structural studies by neutron reflectivity,article,2040-3364 | Nanoscale,2015
openalex.org/W309285353,10.1021/acs.jpcb.5b01220,Fast Water Diffusion and Long-Term Polymer Reorganization during Nafion Membrane Hydration Evidenced by Time-Resolved Small-Angle Neutron Scattering,article,1520-5207 | The Journal of Physical Chemistry B,2015
openalex.org/W2305904723,10.1021/acsmacrolett.5b00608,Amphiphilic Polymer Conetworks Based on End-Linked “Core-First” Star Block Copolymers: Structure Formation with Long-Range Order,article,2161-1653 | ACS Macro Letters,2015
openalex.org/W2210776609,10.1021/jacs.5b07765,Large-Scale Conformational Dynamics Control H5N1 Influenza Polymerase PB2 Binding to Importin α,article,0002-7863 | Journal of the American Chemical Society,2015
openalex.org/W1967881220,10.1103/physrevb.91.064408,"Incommensurate magnetic structure, Fe/Cu chemical disorder, and magnetic interactions in the high-temperature multiferroic<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mi mathvariant=""normal"">YBaCuFeO</mml:mi><mml:msub><mml:mrow /><mml:mn>5</mml:mn></mml:msub></mml:math>",article,1098-0121 | Physical Review B,2015
openalex.org/W2232203265,10.1016/j.crhy.2015.12.009,Structure of covalently bonded materials: From the Peierls distortion to Phase-Change Materials,article,1631-0705 | Comptes Rendus Physique,2015
openalex.org/W2484475556,10.1103/physrevb.91.220408,"Haydeeite: A spin-<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mfrac><mml:mn>1</mml:mn><mml:mn>2</mml:mn></mml:mfrac></mml:math>kagome ferromagnet",article,1098-0121 | Physical Review B,2015
openalex.org/W1534120083,10.1103/physrevlett.114.247202,Anisotropy-Tuned Magnetic Order in Pyrochlore Iridates,article,0031-9007 | Physical Review Letters,2015
openalex.org/W2410669688,10.1021/acs.inorgchem.5b01951,"Magnetic Interactions in the Double Perovskites R<sub>2</sub>NiMnO<sub>6</sub> (R = Tb, Ho, Er, Tm) Investigated by Neutron Diffraction",article,0020-1669 | Inorganic Chemistry,2015
openalex.org/W2567109479,10.1103/physrevb.91.174435,"Complex magnetostructural order in the frustrated spinel<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:msub><mml:mi>LiInCr</mml:mi><mml:mn>4</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>8</mml:mn></mml:msub></mml:mrow></mml:math>",article,1098-0121 | Physical Review B,2015
openalex.org/W1856564925,10.1016/j.ceramint.2015.09.009,High orientation degree of graphene nanoplatelets in silicon nitride composites prepared by spark plasma sintering,article,0272-8842 | Ceramics International,2015
openalex.org/W2215992662,10.1021/jacs.5b11497,Elucidating Electrostatic Self-Assembly: Molecular Parameters as Key to Thermodynamics and Nanoparticle Shape,article,0002-7863 | Journal of the American Chemical Society,2015
openalex.org/W2222288484,10.1103/physrevb.92.144423,"<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:msub><mml:mi>Nd</mml:mi><mml:mn>2</mml:mn></mml:msub><mml:msub><mml:mi>Sn</mml:mi><mml:mn>2</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>7</mml:mn></mml:msub></mml:mrow></mml:math>: An all-in–all-out pyrochlore magnet with no divergence-free field and anomalously slow paramagnetic spin dynamics",article,1098-0121 | Physical Review B,2015
openalex.org/W2311900418,10.1021/acs.jpcc.5b08284,Graphene on Ni(111): Electronic Corrugation and Dynamics from Helium Atom Scattering,article,1932-7447 | The Journal of Physical Chemistry C,2015
openalex.org/W2208475923,10.1038/srep18317,Spatially modulated structural colour in bird feathers,article,2045-2322 | Scientific Reports,2015
openalex.org/W2011860486,10.1039/c4sm02769h,Fusion of raft-like lipid bilayers operated by a membranotropic domain of the HSV-type I glycoprotein gH occurs through a cholesterol-dependent mechanism,article,1744-683X | Soft Matter,2015
openalex.org/W2109085395,10.1088/0957-4484/26/30/305705,Scrutinizing the role of size reduction on the exchange bias and dynamic magnetic behavior in NiO nanoparticles,article,0957-4484 | Nanotechnology,2015
openalex.org/W2411044749,10.1107/s2052520615017199,Spinel materials for Li-ion batteries: new insights obtained by<i>operando</i>neutron and synchrotron X-ray diffraction,article,2052-5192 | Acta Crystallographica Section B Structural Science Crystal Engineering and Materials,2015
openalex.org/W1897535622,10.1039/c5dt03445k,High pressure synthesis of polar and non-polar cation-ordered polymorphs of Mn<sub>2</sub>ScSbO<sub>6</sub>,article,1477-9226 | Dalton Transactions,2015
openalex.org/W2000485403,10.1016/j.ijhydene.2014.12.038,Hydrogen adsorption and diffusion in synthetic Na-montmorillonites at high pressures and temperature,article,0360-3199 | International Journal of Hydrogen Energy,2015
openalex.org/W2240232167,10.1103/physrevb.91.115106,Iterative backflow renormalization procedure for many-body ground-state wave functions of strongly interacting normal Fermi liquids,article,1098-0121 | Physical Review B,2015
openalex.org/W2041915175,10.1038/srep07727,Microfluidic-SANS: flow processing of complex fluids,article,2045-2322 | Scientific Reports,2015
openalex.org/W2346846937,10.1080/10448632.2015.1057052,The IN15 upgrade,article,1044-8632 | Neutron News,2015
openalex.org/W1861598318,10.1038/ncomms8255,Spin-stripe phase in a frustrated zigzag spin-1/2 chain,article,2041-1723 | Nature Communications,2015
openalex.org/W1957486426,10.1186/s12870-015-0538-x,"Diffraction evidence for the structure of cellulose microfibrils in bamboo, a model for grass and cereal celluloses",article,1471-2229 | BMC Plant Biology,2015
openalex.org/W1963738946,10.1016/j.biomaterials.2014.12.041,Neutron reflectometry from poly (ethylene-glycol) brushes binding anti-PEG antibodies: Evidence of ternary adsorption,article,0142-9612 | Biomaterials,2015
openalex.org/W2007413731,10.1103/physrevb.91.054424,"Disorder from order among anisotropic next-nearest-neighbor Ising spin chains in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:msub><mml:mi>SrHo</mml:mi><mml:mn>2</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>4</mml:mn></mml:msub></mml:mrow></mml:math>",article,1098-0121 | Physical Review B,2015
openalex.org/W2273944666,10.1021/acs.macromol.5b01424,Origin of Small-Angle Scattering from Contrast-Matched Nanoparticles: A Study of Chain and Filler Structure in Polymer Nanocomposites,article,0024-9297 | Macromolecules,2015
openalex.org/W2511011459,10.1021/acs.energyfuels.5b01217,Guest Migration Revealed in CO<sub>2</sub> Clathrate Hydrates,article,0887-0624 | Energy & Fuels,2015
openalex.org/W1999187481,10.1039/c4dt03849e,"Synthesis, structures and magnetic properties of the dimorphic Mn<sub>2</sub>CrSbO<sub>6</sub>oxide",article,1477-9226 | Dalton Transactions,2015
openalex.org/W1935642874,10.1039/c5sm00484e,Self assembly of magnetic nanoparticles at silicon surfaces,article,1744-683X | Soft Matter,2015
openalex.org/W2069558175,10.1103/physrevc.91.034310,"Characterization of the low-lying<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mn>0</mml:mn><mml:msup><mml:mrow /><mml:mo>+</mml:mo></mml:msup></mml:math>and<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mn>2</mml:mn><mml:msup><mml:mrow /><mml:mo>+</mml:mo></mml:msup></mml:math>states in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mmultiscripts><mml:mi mathvariant=""normal"">Ni</mml:mi><mml:mprescripts /><mml:none /><mml:mrow><mml:mn>68</mml:mn></…",article,0556-2813 | Physical Review C,2015
openalex.org/W2213825066,10.1016/j.bbamem.2015.12.019,Neutron reflection study of the interaction of the eukaryotic pore-forming actinoporin equinatoxin II with lipid membranes reveals intermediate states in pore formation,article,0005-2736 | Biochimica et Biophysica Acta (BBA) - Biomembranes,2015
openalex.org/W2326066359,10.1021/acs.jpcc.5b01465,Diffusion of Benzene in the Breathing Metal–Organic Framework MIL-53(Cr): A Joint Experimental–Computational Investigation,article,1932-7447 | The Journal of Physical Chemistry C,2015
openalex.org/W1652241690,10.1016/j.bpj.2015.08.012,Claudin-11 Tight Junctions in Myelin Are a Barrier to Diffusion and Lack Strong Adhesive Properties,article,0006-3495 | Biophysical Journal,2015
openalex.org/W1998996475,10.1021/acs.nanolett.5b00104,Depth Profiling Charge Accumulation from a Ferroelectric into a Doped Mott Insulator,article,1530-6984 | Nano Letters,2015
openalex.org/W2284471243,10.1080/10448632.2015.1057054,Recent upgrade of the polarized neutron reflectometer Super ADAM,article,1044-8632 | Neutron News,2015
openalex.org/W3101382390,10.7566/jpsj.84.043707,Magnetic Phase Diagram of the Breathing Pyrochlore Antiferromagnet LiGa<sub>1−</sub><i><sub>x</sub></i>In<i><sub>x</sub></i>Cr<sub>4</sub>O<sub>8</sub>,article,0031-9015 | Journal of the Physical Society of Japan,2015
openalex.org/W2081426302,10.1016/j.actamat.2015.01.005,Probing the structure of a liquid metal during vitrification,article,1359-6454 | Acta Materialia,2015
openalex.org/W1691871988,10.1103/physrevb.91.155109,"Exploring approximations to the<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>G</mml:mi><mml:mi>W</mml:mi></mml:mrow></mml:math>self-energy ionic gradients",article,1098-0121 | Physical Review B,2015
openalex.org/W1985009137,10.1016/j.cemconres.2015.02.009,Structural changes in C–S–H gel during dissolution: Small-angle neutron scattering and Si-NMR characterization,article,0008-8846 | Cement and Concrete Research,2015
openalex.org/W2077197135,10.1116/1.4914948,Analysis of biosurfaces by neutron reflectometry: From simple to complex interfaces,article,1559-4106 | Biointerphases,2015
openalex.org/W2081501690,10.1021/acs.jpcb.5b01017,Influence of Pressure and Crowding on the Sub-Nanosecond Dynamics of Globular Proteins,article,1520-5207 | The Journal of Physical Chemistry B,2015
openalex.org/W2093024883,10.1021/acs.jpcb.5b00020,Structure and Dynamics of Ionic Micelles: MD Simulation and Neutron Scattering Study,article,1520-5207 | The Journal of Physical Chemistry B,2015
openalex.org/W2328025174,10.1021/acs.chemmater.5b00588,Li<sub>2</sub>Cu<sub>2</sub>O(SO<sub>4</sub>)<sub>2</sub>: a Possible Electrode for Sustainable Li-Based Batteries Showing a 4.7 V Redox Activity vs Li<sup>+</sup>/Li<sup>0</sup>,article,0897-4756 | Chemistry of Materials,2015
openalex.org/W1490124840,10.1103/physrevb.92.024101,"Crystal structure and phonon softening in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:msub><mml:mi>Ca</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:msub><mml:mi>Ir</mml:mi><mml:mn>4</mml:mn></mml:msub><mml:msub><mml:mi>Sn</mml:mi><mml:mn>13</mml:mn></mml:msub></mml:mrow></mml:math>",article,1098-0121 | Physical Review B,2015
openalex.org/W1749283241,10.1039/c5sm01713k,Anomalous and anisotropic nanoscale diffusion of hydration water molecules in fluid lipid membranes,article,1744-683X | Soft Matter,2015
openalex.org/W2160226970,10.1021/acs.inorgchem.5b01001,"Homoleptic Iron(II) Complexes with the Ionogenic Ligand 6,6′-Bis(1<i>H</i>-tetrazol-5-yl)-2,2′-bipyridine: Spin Crossover Behavior in a Singular 2D Spin Crossover Coordination Polymer",article,0020-1669 | Inorganic Chemistry,2015
openalex.org/W2323847332,10.1021/cm5043149,Unraveling the Structure of Iron(III) Oxalate Tetrahydrate and Its Reversible Li Insertion Capability,article,0897-4756 | Chemistry of Materials,2015
openalex.org/W1884059889,10.1039/c5dt01532d,"Synthesis, structural, magnetic and phase-transition studies of the ferromagnetic La<sub>2</sub>CoMnO<sub>6</sub> double perovskite by symmetry-adapted modes",article,1477-9226 | Dalton Transactions,2015
openalex.org/W2215220652,10.1103/physrevlett.115.247201,"Highly Anisotropic Magnon Dispersion in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msub><mml:mrow><mml:mi>Ca</mml:mi></mml:mrow><mml:mrow><mml:mn>2</mml:mn></mml:mrow></mml:msub><mml:msub><mml:mrow><mml:mi>RuO</mml:mi></mml:mrow><mml:mrow><mml:mn>4</mml:mn></mml:mrow></mml:msub></mml:mrow></mml:math>: Evidence for Strong Spin Orbit Coupling",article,0031-9007 | Physical Review Letters,2015
openalex.org/W2316403262,10.1021/acs.langmuir.5b00530,"Structure of Multiresponsive Brush-Decorated Nanoparticles: A Combined Electrokinetic, DLS, and SANS Study",article,0743-7463 | Langmuir,2015
openalex.org/W2279647717,10.1103/physrevc.92.055501,New search for the neutron electric dipole moment with ultracold neutrons at ILL,article,0556-2813 | Physical Review C,2015
openalex.org/W1586058270,10.1142/s0217751x15300483,Probing Dark Energy models with neutrons,article,0217-751X | International Journal of Modern Physics A,2015
openalex.org/W2186630943,10.1107/s1600576715014053,The atomic scale structure of graphene powder studied by neutron and X-ray diffraction,article,0021-8898 | Journal of Applied Crystallography,2015
openalex.org/W1556016753,10.1140/epjp/i2015-15027-3,Novel boron-10-based detectors for neutron scattering science,article,2190-5444 | The European Physical Journal Plus,2015
openalex.org/W1798056461,10.1051/epjconf/20159301014,"The (n,<i>γ</i>) campaigns at EXILL",article,2100-014X | EPJ Web of Conferences,2015
openalex.org/W2558007804,10.1107/s2053273315097879,Neutron macromolecular crystallography at the Institut Laue-Langevin,article,2053-2733 | Acta Crystallographica Section A Foundations and Advances,2015
openalex.org/W2114191344,10.48550/arxiv.1510.02606,Constraining short-range spin-dependent forces with polarized helium 3 at the Laue-Langevin Institute,preprint,None | arXiv (Cornell University),2015
openalex.org/W2962991018,,Constraining short-range spin-dependent forces with polarized helium 3 at the Laue-Langevin Institute,article,,2015
openalex.org/W2219812451,10.1126/science.aac8260,Visualization of O-O peroxo-like dimers in high-capacity layered oxides for Li-ion batteries,article,0036-8075 | Science,2015
openalex.org/W1989124837,10.1088/0031-8949/90/2/028001,The life and achievements of Erwin-Félix Lewy-Bertaut (1913–2003),article,0031-8949 | Physica Scripta,2015
openalex.org/W2164362407,10.1021/jacs.5b04444,Structural and Mechanistic Insights into Fast Lithium-Ion Conduction in Li<sub>4</sub>SiO<sub>4</sub>–Li<sub>3</sub>PO<sub>4</sub> Solid Electrolytes,article,0002-7863 | Journal of the American Chemical Society,2015
openalex.org/W2291638706,10.1016/j.abb.2015.11.033,Neutron protein crystallography: A complementary tool for locating hydrogens in proteins,review,0003-9861 | Archives of Biochemistry and Biophysics,2015
openalex.org/W2105260231,10.1051/epjconf/20158301002,The measurement of self-diffusion coefficients in liquid metals with quasielastic neutron scattering,article,2100-014X | EPJ Web of Conferences,2015
openalex.org/W1907625844,10.1107/s1600576715011243,The Macromolecular Neutron Diffractometer MaNDi at the Spallation Neutron Source,article,0021-8898 | Journal of Applied Crystallography,2015
openalex.org/W2325992977,10.1103/physrevc.91.011301,Nuclear structure insights into reactor antineutrino spectra,article,0556-2813 | Physical Review C,2015
openalex.org/W2050397149,10.1038/nnano.2015.59,Best of both worlds,letter,1748-3387 | Nature Nanotechnology,2015
openalex.org/W2416585140,10.1103/physrevlett.114.187801,Collective Ion Dynamics in Liquid Zinc: Evidence for Complex Dynamics in a Non-Free-Electron Liquid Metal,article,0031-9007 | Physical Review Letters,2015
openalex.org/W2335879392,10.1021/acs.jpcc.5b07321,Oxidation Mechanism of Aluminum Nanopowders,article,1932-7447 | The Journal of Physical Chemistry C,2015
openalex.org/W1780066178,10.1103/physrevlett.115.102503,"Total Absorption Spectroscopy Study of<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mmultiscripts><mml:mrow><mml:mi>Rb</mml:mi></mml:mrow><mml:mprescripts /><mml:none /><mml:mrow><mml:mn>92</mml:mn></mml:mrow></mml:mmultiscripts></mml:mrow></mml:math>Decay: A Major Contributor to Reactor Antineutrino Spectrum Shape",article,0031-9007 | Physical Review Letters,2015
openalex.org/W2328170655,10.1021/jp511508n,Neutron Scattering Studies of the Hydration Structure of Li<sup>+</sup>,article,1520-5207 | The Journal of Physical Chemistry B,2015
openalex.org/W1764953211,10.1016/j.actamat.2015.04.017,Interplay of strain mechanisms in morphotropic piezoceramics,article,1359-6454 | Acta Materialia,2015
openalex.org/W1483228644,10.1016/j.bpj.2015.04.030,Skin Lipids: Localization of Ceramide and Fatty Acid in the Unit Cell of the Long Periodicity Phase,article,0006-3495 | Biophysical Journal,2015
